State,Year,Quater,RegisteredUsers,Districts
gujarat,2023,3,1789238,vadodara
gujarat,2023,3,1167848,rajkot
gujarat,2023,3,1074757,banas kantha
gujarat,2023,3,1044993,gandhinagar
gujarat,2023,3,955541,bharuch
gujarat,2023,3,888857,kachchh
gujarat,2023,3,864845,mahesana
gujarat,2023,3,852301,valsad
gujarat,2023,1,4734630,ahmadabad
gujarat,2023,1,3919829,surat
gujarat,2023,1,1658232,vadodara
gujarat,2023,1,1079736,rajkot
gujarat,2023,1,985280,banas kantha
gujarat,2023,1,968586,gandhinagar
gujarat,2023,1,881508,bharuch
gujarat,2023,1,817441,kachchh
gujarat,2023,1,798353,mahesana
gujarat,2023,1,786811,valsad
gujarat,2022,2,4105172,ahmadabad
gujarat,2022,2,3385398,surat
gujarat,2022,2,1440949,vadodara
gujarat,2022,2,937863,rajkot
gujarat,2022,2,849884,banas kantha
gujarat,2022,2,841732,gandhinagar
gujarat,2022,2,762752,bharuch
gujarat,2022,2,709339,kachchh
gujarat,2022,2,692794,mahesana
gujarat,2022,2,679340,valsad
gujarat,2022,3,4319512,ahmadabad
gujarat,2022,3,3567767,surat
gujarat,2022,3,1515556,vadodara
gujarat,2022,3,986904,rajkot
gujarat,2022,3,896869,banas kantha
gujarat,2022,3,885535,gandhinagar
gujarat,2022,3,803845,bharuch
gujarat,2022,3,747079,kachchh
gujarat,2022,3,729723,mahesana
gujarat,2022,3,716467,valsad
gujarat,2022,4,4530853,ahmadabad
gujarat,2022,4,3747780,surat
gujarat,2022,4,1587831,vadodara
gujarat,2022,4,1033159,rajkot
gujarat,2022,4,939693,banas kantha
gujarat,2022,4,927585,gandhinagar
gujarat,2022,4,842519,bharuch
gujarat,2022,4,781383,kachchh
gujarat,2022,4,763693,mahesana
gujarat,2022,4,751767,valsad
gujarat,2022,1,3897869,ahmadabad
gujarat,2022,1,3210535,surat
gujarat,2022,1,1368210,vadodara
gujarat,2022,1,889499,rajkot
gujarat,2022,1,802470,banas kantha
gujarat,2022,1,799301,gandhinagar
gujarat,2022,1,722367,bharuch
gujarat,2022,1,671465,kachchh
gujarat,2022,1,656908,mahesana
gujarat,2022,1,643742,valsad
gujarat,2019,2,1656341,ahmadabad
gujarat,2019,2,1338584,surat
gujarat,2019,2,572031,vadodara
gujarat,2019,2,345178,rajkot
gujarat,2019,2,333056,gandhinagar
gujarat,2019,2,284296,bharuch
gujarat,2019,2,271379,banas kantha
gujarat,2019,2,261458,kachchh
gujarat,2019,2,259949,mahesana
gujarat,2019,2,238764,valsad
gujarat,2019,3,1848860,ahmadabad
gujarat,2019,3,1481391,surat
gujarat,2019,3,637678,vadodara
gujarat,2019,3,384852,rajkot
gujarat,2019,3,372464,gandhinagar
gujarat,2019,3,315856,bharuch
gujarat,2019,3,301373,banas kantha
gujarat,2019,3,286652,mahesana
gujarat,2019,3,285519,kachchh
gujarat,2019,3,266134,valsad
gujarat,2019,4,2015947,ahmadabad
gujarat,2019,4,1624077,surat
gujarat,2019,4,700817,vadodara
gujarat,2019,4,426178,rajkot
gujarat,2019,4,408526,gandhinagar
gujarat,2019,4,350619,bharuch
gujarat,2019,4,339582,banas kantha
gujarat,2019,4,316985,mahesana
gujarat,2019,4,314732,kachchh
gujarat,2019,4,296977,valsad
gujarat,2019,1,1450100,ahmadabad
gujarat,2019,1,1180819,surat
gujarat,2019,1,502520,vadodara
gujarat,2019,1,304415,rajkot
gujarat,2019,1,291858,gandhinagar
gujarat,2019,1,252826,bharuch
gujarat,2019,1,239613,banas kantha
gujarat,2019,1,231871,kachchh
gujarat,2019,1,230403,mahesana
gujarat,2019,1,209477,valsad
maharashtra,2020,2,5144688,pune
maharashtra,2020,2,3135101,thane
maharashtra,2020,2,3060916,mumbai suburban
maharashtra,2020,2,1602650,nashik
maharashtra,2020,2,1377642,nagpur
maharashtra,2020,2,1142730,aurangabad
maharashtra,2020,2,1141566,mumbai
maharashtra,2020,2,1014520,ahmednagar
maharashtra,2020,2,947121,palghar
maharashtra,2020,2,918756,solapur
maharashtra,2020,3,5546002,pune
maharashtra,2020,3,3401853,thane
maharashtra,2020,3,3304696,mumbai suburban
maharashtra,2020,3,1752191,nashik
maharashtra,2020,3,1502777,nagpur
maharashtra,2020,3,1244879,aurangabad
maharashtra,2020,3,1234355,mumbai
maharashtra,2020,3,1123648,ahmednagar
maharashtra,2020,3,1034468,palghar
maharashtra,2020,3,1012518,solapur
maharashtra,2020,4,6033615,pune
maharashtra,2020,4,3727358,thane
maharashtra,2020,4,3609970,mumbai suburban
maharashtra,2020,4,1907318,nashik
maharashtra,2020,4,1637270,nagpur
maharashtra,2020,4,1355656,aurangabad
maharashtra,2020,4,1347356,mumbai
maharashtra,2020,4,1237321,ahmednagar
maharashtra,2020,4,1136061,palghar
maharashtra,2020,4,1113260,solapur
maharashtra,2020,1,4802397,pune
maharashtra,2020,1,2878073,thane
maharashtra,2020,1,2843378,mumbai suburban
maharashtra,2020,1,1448324,nashik
maharashtra,2020,1,1251510,nagpur
maharashtra,2020,1,1054509,mumbai
maharashtra,2020,1,1046306,aurangabad
maharashtra,2020,1,905962,ahmednagar
maharashtra,2020,1,848560,palghar
maharashtra,2020,1,830643,raigad
maharashtra,2021,2,6915820,pune
maharashtra,2021,2,4290066,thane
maharashtra,2021,2,4151227,mumbai suburban
maharashtra,2021,2,2191882,nashik
maharashtra,2021,2,1883447,nagpur
maharashtra,2021,2,1557693,aurangabad
maharashtra,2021,2,1549784,mumbai
maharashtra,2021,2,1429562,ahmednagar
maharashtra,2021,2,1312388,palghar
maharashtra,2021,2,1283601,solapur
maharashtra,2021,3,7398336,pune
maharashtra,2021,3,4597394,thane
maharashtra,2021,3,4444495,mumbai suburban
maharashtra,2021,3,2352259,nashik
maharashtra,2021,3,2020264,nagpur
maharashtra,2021,3,1671665,aurangabad
maharashtra,2021,3,1659663,mumbai
maharashtra,2021,3,1539300,ahmednagar
maharashtra,2021,3,1410321,palghar
maharashtra,2021,3,1380100,solapur
maharashtra,2021,4,7880431,pune
maharashtra,2021,4,4906492,thane
maharashtra,2021,4,4740546,mumbai suburban
maharashtra,2021,4,2510393,nashik
maharashtra,2021,4,2157149,nagpur
maharashtra,2021,4,1786190,aurangabad
maharashtra,2021,4,1770325,mumbai
maharashtra,2021,4,1646991,ahmednagar
maharashtra,2021,4,1508500,palghar
maharashtra,2021,4,1475291,solapur
maharashtra,2021,1,6481971,pune
maharashtra,2021,1,4014464,thane
maharashtra,2021,1,3886500,mumbai suburban
maharashtra,2021,1,2049293,nashik
maharashtra,2021,1,1761562,nagpur
maharashtra,2021,1,1456891,aurangabad
maharashtra,2021,1,1450548,mumbai
maharashtra,2021,1,1333477,ahmednagar
maharashtra,2021,1,1225423,palghar
maharashtra,2021,1,1199130,solapur
maharashtra,2018,2,1592293,pune
maharashtra,2018,2,957633,mumbai suburban
maharashtra,2018,2,861292,thane
maharashtra,2018,2,436668,nashik
maharashtra,2018,2,380425,nagpur
maharashtra,2018,2,347838,aurangabad
maharashtra,2018,2,319588,mumbai
maharashtra,2018,2,268520,ahmednagar
maharashtra,2018,2,259084,solapur
maharashtra,2018,2,239053,palghar
maharashtra,2018,3,1974138,pune
maharashtra,2018,3,1218632,mumbai suburban
maharashtra,2018,3,1104206,thane
maharashtra,2018,3,552556,nashik
maharashtra,2018,3,487280,nagpur
maharashtra,2018,3,428394,aurangabad
maharashtra,2018,3,410878,mumbai
maharashtra,2018,3,344804,ahmednagar
maharashtra,2018,3,331428,solapur
maharashtra,2018,3,312322,palghar
maharashtra,2018,4,2498852,pune
maharashtra,2018,4,1578487,mumbai suburban
maharashtra,2018,4,1473811,thane
maharashtra,2018,4,698343,nashik
maharashtra,2018,4,627317,nagpur
maharashtra,2018,4,543353,mumbai
maharashtra,2018,4,534477,aurangabad
maharashtra,2018,4,439246,ahmednagar
maharashtra,2018,4,419060,solapur
maharashtra,2018,4,414825,palghar
maharashtra,2018,1,1211643,pune
maharashtra,2018,1,719300,mumbai suburban
maharashtra,2018,1,631864,thane
maharashtra,2018,1,321402,nashik
maharashtra,2018,1,280007,nagpur
maharashtra,2018,1,266324,aurangabad
maharashtra,2018,1,233538,mumbai
maharashtra,2018,1,197473,ahmednagar
maharashtra,2018,1,190033,solapur
maharashtra,2018,1,173015,raigad
maharashtra,2023,2,10396344,pune
maharashtra,2023,2,6552282,thane
maharashtra,2023,2,6322778,mumbai suburban
maharashtra,2023,2,3350410,nashik
maharashtra,2023,2,2882255,nagpur
maharashtra,2023,2,2390854,aurangabad
maharashtra,2023,2,2361852,mumbai
maharashtra,2023,2,2208055,ahmednagar
maharashtra,2023,2,2037722,palghar
maharashtra,2023,2,1970077,solapur
maharashtra,2023,3,10780092,pune
maharashtra,2023,3,6802106,thane
maharashtra,2023,3,6560867,mumbai suburban
maharashtra,2023,3,3481028,nashik
maharashtra,2023,3,2995471,nagpur
maharashtra,2023,3,2485041,aurangabad
maharashtra,2023,3,2450770,mumbai
maharashtra,2023,3,2297997,ahmednagar
maharashtra,2023,3,2118552,palghar
maharashtra,2023,3,2050042,solapur
maharashtra,2023,1,10037022,pune
maharashtra,2023,1,6314618,thane
maharashtra,2023,1,6095695,mumbai suburban
maharashtra,2023,1,3223873,nashik
maharashtra,2023,1,2775157,nagpur
maharashtra,2023,1,2300283,aurangabad
maharashtra,2023,1,2276888,mumbai
maharashtra,2023,1,2119506,ahmednagar
maharashtra,2023,1,1957628,palghar
maharashtra,2023,1,1892509,solapur
maharashtra,2022,2,8757249,pune
maharashtra,2022,2,5471749,thane
maharashtra,2022,2,5281053,mumbai suburban
maharashtra,2022,2,2803471,nashik
maharashtra,2022,2,2407812,nagpur
maharashtra,2022,2,1996927,aurangabad
maharashtra,2022,2,1972178,mumbai
maharashtra,2022,2,1844168,ahmednagar
maharashtra,2022,2,1689875,palghar
maharashtra,2022,2,1649511,solapur
maharashtra,2022,3,9194074,pune
maharashtra,2022,3,5757165,thane
maharashtra,2022,3,5555095,mumbai suburban
maharashtra,2022,3,2948824,nashik
maharashtra,2022,3,2532986,nagpur
maharashtra,2022,3,2101234,aurangabad
maharashtra,2022,3,2074701,mumbai
maharashtra,2022,3,1940071,ahmednagar
maharashtra,2022,3,1781265,palghar
maharashtra,2022,3,1733556,solapur
maharashtra,2022,4,9622338,pune
maharashtra,2022,4,6042267,thane
maharashtra,2022,4,5831539,mumbai suburban
maharashtra,2022,4,3086721,nashik
maharashtra,2022,4,2655029,nagpur
maharashtra,2022,4,2201353,aurangabad
maharashtra,2022,4,2178155,mumbai
maharashtra,2022,4,2027819,ahmednagar
maharashtra,2022,4,1870957,palghar
maharashtra,2022,4,1811044,solapur
maharashtra,2022,1,8331582,pune
maharashtra,2022,1,5196050,thane
maharashtra,2022,1,5017556,mumbai suburban
maharashtra,2022,1,2661739,nashik
maharashtra,2022,1,2286011,nagpur
maharashtra,2022,1,1894797,aurangabad
maharashtra,2022,1,1873643,mumbai
maharashtra,2022,1,1749682,ahmednagar
maharashtra,2022,1,1601518,palghar
maharashtra,2022,1,1565902,solapur
maharashtra,2019,2,3514081,pune
maharashtra,2019,2,2151657,mumbai suburban
maharashtra,2019,2,2118406,thane
maharashtra,2019,2,995687,nashik
maharashtra,2019,2,887042,nagpur
maharashtra,2019,2,785480,mumbai
maharashtra,2019,2,736863,aurangabad
maharashtra,2019,2,614812,ahmednagar
maharashtra,2019,2,608184,palghar
maharashtra,2019,2,594675,raigad
maharashtra,2019,3,4004991,pune
maharashtra,2019,3,2407754,mumbai suburban
maharashtra,2019,3,2396815,thane
maharashtra,2019,3,1155897,nashik
maharashtra,2019,3,1015333,nagpur
maharashtra,2019,3,889541,mumbai
maharashtra,2019,3,841802,aurangabad
maharashtra,2019,3,705492,ahmednagar
maharashtra,2019,3,691229,palghar
maharashtra,2019,3,679155,raigad
maharashtra,2019,4,4416899,pune
maharashtra,2019,4,2638051,thane
maharashtra,2019,4,2630360,mumbai suburban
maharashtra,2019,4,1304611,nashik
maharashtra,2019,4,1134480,nagpur
maharashtra,2019,4,973018,mumbai
maharashtra,2019,4,947081,aurangabad
maharashtra,2019,4,805271,ahmednagar
maharashtra,2019,4,767925,palghar
maharashtra,2019,4,754910,raigad
maharashtra,2019,1,3038402,pune
maharashtra,2019,1,1901210,mumbai suburban
maharashtra,2019,1,1834051,thane
maharashtra,2019,1,853648,nashik
maharashtra,2019,1,765612,nagpur
maharashtra,2019,1,670094,mumbai
maharashtra,2019,1,644687,aurangabad
maharashtra,2019,1,532651,ahmednagar
maharashtra,2019,1,521918,palghar
maharashtra,2019,1,509108,raigad
meghalaya,2020,2,57322,east khasi hills
meghalaya,2020,2,29492,west garo hills
meghalaya,2020,2,13550,ribhoi
meghalaya,2020,2,9695,east jaintia hills
meghalaya,2020,2,5717,west jaintia hills
meghalaya,2020,2,4318,north garo hills
meghalaya,2020,2,4266,south west garo hills
meghalaya,2020,2,4132,east garo hills
meghalaya,2020,2,3590,south garo hills
meghalaya,2020,2,3195,west khasi hills
meghalaya,2020,3,65268,east khasi hills
meghalaya,2020,3,34201,west garo hills
meghalaya,2020,3,15427,ribhoi
meghalaya,2020,3,11084,east jaintia hills
meghalaya,2020,3,6997,west jaintia hills
meghalaya,2020,3,5242,north garo hills
meghalaya,2020,3,5082,south west garo hills
meghalaya,2020,3,5002,east garo hills
meghalaya,2020,3,4370,south garo hills
meghalaya,2020,3,3899,west khasi hills
meghalaya,2020,4,72639,east khasi hills
meghalaya,2020,4,37988,west garo hills
meghalaya,2020,4,17198,ribhoi
meghalaya,2020,4,12337,east jaintia hills
meghalaya,2020,4,7968,west jaintia hills
meghalaya,2020,4,5914,north garo hills
meghalaya,2020,4,5777,east garo hills
meghalaya,2020,4,5772,south west garo hills
meghalaya,2020,4,5006,south garo hills
meghalaya,2020,4,4484,west khasi hills
meghalaya,2020,1,49251,east khasi hills
meghalaya,2020,1,24124,west garo hills
meghalaya,2020,1,11689,ribhoi
meghalaya,2020,1,8368,east jaintia hills
meghalaya,2020,1,4530,west jaintia hills
meghalaya,2020,1,3311,north garo hills
meghalaya,2020,1,3251,east garo hills
meghalaya,2020,1,3234,south west garo hills
meghalaya,2020,1,2810,south garo hills
meghalaya,2020,1,2522,west khasi hills
meghalaya,2021,2,84124,east khasi hills
meghalaya,2021,2,44151,west garo hills
meghalaya,2021,2,20098,ribhoi
meghalaya,2021,2,14530,east jaintia hills
meghalaya,2021,2,9409,west jaintia hills
meghalaya,2021,2,6951,north garo hills
meghalaya,2021,2,6835,south west garo hills
meghalaya,2021,2,6754,east garo hills
meghalaya,2021,2,5922,south garo hills
meghalaya,2021,2,5296,west khasi hills
meghalaya,2021,3,90505,east khasi hills
meghalaya,2021,3,47869,west garo hills
meghalaya,2021,3,21875,ribhoi
meghalaya,2021,3,15847,east jaintia hills
meghalaya,2021,3,10337,west jaintia hills
meghalaya,2021,3,7584,north garo hills
meghalaya,2021,3,7531,south west garo hills
meghalaya,2021,3,7389,east garo hills
meghalaya,2021,3,6442,south garo hills
meghalaya,2021,3,5884,west khasi hills
meghalaya,2021,4,96942,east khasi hills
meghalaya,2021,4,51617,west garo hills
meghalaya,2021,4,23562,ribhoi
meghalaya,2021,4,17115,east jaintia hills
meghalaya,2021,4,11189,west jaintia hills
meghalaya,2021,4,8212,north garo hills
meghalaya,2021,4,8197,south west garo hills
meghalaya,2021,4,8015,east garo hills
meghalaya,2021,4,7005,south garo hills
meghalaya,2021,4,6428,west khasi hills
meghalaya,2021,1,78429,east khasi hills
meghalaya,2021,1,40993,west garo hills
meghalaya,2021,1,18641,ribhoi
meghalaya,2021,1,13460,east jaintia hills
meghalaya,2021,1,8665,west jaintia hills
meghalaya,2021,1,6392,north garo hills
meghalaya,2021,1,6276,south west garo hills
meghalaya,2021,1,6237,east garo hills
meghalaya,2021,1,5439,south garo hills
meghalaya,2021,1,4858,west khasi hills
meghalaya,2018,2,12907,east khasi hills
meghalaya,2018,2,5289,west garo hills
meghalaya,2018,2,2869,ribhoi
meghalaya,2018,2,2051,east jaintia hills
meghalaya,2018,2,1023,west jaintia hills
meghalaya,2018,2,530,south garo hills
meghalaya,2018,2,485,south west garo hills
meghalaya,2018,2,472,west khasi hills
meghalaya,2018,2,445,north garo hills
meghalaya,2018,2,437,east garo hills
meghalaya,2018,3,17543,east khasi hills
meghalaya,2018,3,7529,west garo hills
meghalaya,2018,3,3889,ribhoi
meghalaya,2018,3,2886,east jaintia hills
meghalaya,2018,3,1465,west jaintia hills
meghalaya,2018,3,821,south garo hills
meghalaya,2018,3,810,south west garo hills
meghalaya,2018,3,737,north garo hills
meghalaya,2018,3,730,west khasi hills
meghalaya,2018,3,694,east garo hills
meghalaya,2018,4,22845,east khasi hills
meghalaya,2018,4,10445,west garo hills
meghalaya,2018,4,5207,ribhoi
meghalaya,2018,4,3735,east jaintia hills
meghalaya,2018,4,1861,west jaintia hills
meghalaya,2018,4,1115,south west garo hills
meghalaya,2018,4,1092,north garo hills
meghalaya,2018,4,1067,east garo hills
meghalaya,2018,4,1057,south garo hills
meghalaya,2018,4,957,west khasi hills
meghalaya,2018,1,9310,east khasi hills
meghalaya,2018,1,3671,west garo hills
meghalaya,2018,1,1891,ribhoi
meghalaya,2018,1,1419,east jaintia hills
meghalaya,2018,1,736,west jaintia hills
meghalaya,2018,1,343,south garo hills
meghalaya,2018,1,299,south west garo hills
meghalaya,2018,1,299,west khasi hills
meghalaya,2018,1,254,north garo hills
meghalaya,2018,1,236,east garo hills
meghalaya,2023,2,129260,east khasi hills
meghalaya,2023,2,69925,west garo hills
meghalaya,2023,2,31744,ribhoi
meghalaya,2023,2,23231,east jaintia hills
meghalaya,2023,2,14912,west jaintia hills
meghalaya,2023,2,11135,north garo hills
meghalaya,2023,2,11073,south west garo hills
meghalaya,2023,2,10727,east garo hills
meghalaya,2023,2,9386,south garo hills
meghalaya,2023,2,8423,west khasi hills
meghalaya,2023,3,134378,east khasi hills
meghalaya,2023,3,73025,west garo hills
meghalaya,2023,3,33175,ribhoi
meghalaya,2023,3,24260,east jaintia hills
meghalaya,2023,3,15633,west jaintia hills
meghalaya,2023,3,11626,south west garo hills
meghalaya,2023,3,11624,north garo hills
meghalaya,2023,3,11212,east garo hills
meghalaya,2023,3,9809,south garo hills
meghalaya,2023,3,8831,west khasi hills
meghalaya,2023,1,124181,east khasi hills
meghalaya,2023,1,66808,west garo hills
meghalaya,2023,1,30369,ribhoi
meghalaya,2023,1,22122,east jaintia hills
meghalaya,2023,1,14218,west jaintia hills
meghalaya,2023,1,10580,north garo hills
meghalaya,2023,1,10504,south west garo hills
meghalaya,2023,1,10235,east garo hills
meghalaya,2023,1,8897,south garo hills
meghalaya,2023,1,7981,west khasi hills
meghalaya,2022,2,108330,east khasi hills
meghalaya,2022,2,58178,west garo hills
meghalaya,2022,2,26541,ribhoi
meghalaya,2022,2,19314,east jaintia hills
meghalaya,2022,2,12593,west jaintia hills
meghalaya,2022,2,9312,north garo hills
meghalaya,2022,2,9266,south west garo hills
meghalaya,2022,2,9052,east garo hills
meghalaya,2022,2,7922,south garo hills
meghalaya,2022,2,7196,west khasi hills
meghalaya,2022,3,113816,east khasi hills
meghalaya,2022,3,61273,west garo hills
meghalaya,2022,3,27844,ribhoi
meghalaya,2022,3,20320,east jaintia hills
meghalaya,2022,3,13176,west jaintia hills
meghalaya,2022,3,9773,north garo hills
meghalaya,2022,3,9735,south west garo hills
meghalaya,2022,3,9484,east garo hills
meghalaya,2022,3,8265,south garo hills
meghalaya,2022,3,7493,west khasi hills
meghalaya,2022,4,118978,east khasi hills
meghalaya,2022,4,63792,west garo hills
meghalaya,2022,4,29041,ribhoi
meghalaya,2022,4,21201,east jaintia hills
meghalaya,2022,4,13633,west jaintia hills
meghalaya,2022,4,10145,north garo hills
meghalaya,2022,4,10062,south west garo hills
meghalaya,2022,4,9846,east garo hills
meghalaya,2022,4,8553,south garo hills
meghalaya,2022,4,7705,west khasi hills
meghalaya,2022,1,102838,east khasi hills
meghalaya,2022,1,55028,west garo hills
meghalaya,2022,1,25112,ribhoi
meghalaya,2022,1,18301,east jaintia hills
meghalaya,2022,1,11952,west jaintia hills
meghalaya,2022,1,8795,north garo hills
meghalaya,2022,1,8758,south west garo hills
meghalaya,2022,1,8578,east garo hills
meghalaya,2022,1,7508,south garo hills
meghalaya,2022,1,6839,west khasi hills
meghalaya,2019,2,33377,east khasi hills
meghalaya,2019,2,15673,west garo hills
meghalaya,2019,2,7894,ribhoi
meghalaya,2019,2,5580,east jaintia hills
meghalaya,2019,2,2846,west jaintia hills
meghalaya,2019,2,1965,north garo hills
meghalaya,2019,2,1902,south west garo hills
meghalaya,2019,2,1855,east garo hills
meghalaya,2019,2,1640,south garo hills
meghalaya,2019,2,1566,west khasi hills
meghalaya,2019,3,38761,east khasi hills
meghalaya,2019,3,18509,west garo hills
meghalaya,2019,3,9007,ribhoi
meghalaya,2019,3,6371,east jaintia hills
meghalaya,2019,3,3346,west jaintia hills
meghalaya,2019,3,2403,north garo hills
meghalaya,2019,3,2313,east garo hills
meghalaya,2019,3,2306,south west garo hills
meghalaya,2019,3,2020,south garo hills
meghalaya,2019,3,1838,west khasi hills
meghalaya,2019,4,43484,east khasi hills
meghalaya,2019,4,21300,west garo hills
meghalaya,2019,4,10308,ribhoi
meghalaya,2019,4,7343,east jaintia hills
meghalaya,2019,4,3946,west jaintia hills
meghalaya,2019,4,2871,north garo hills
meghalaya,2019,4,2788,east garo hills
meghalaya,2019,4,2757,south west garo hills
meghalaya,2019,4,2434,south garo hills
meghalaya,2019,4,2180,west khasi hills
meghalaya,2019,1,27937,east khasi hills
meghalaya,2019,1,12932,west garo hills
meghalaya,2019,1,6543,ribhoi
meghalaya,2019,1,4643,east jaintia hills
meghalaya,2019,1,2276,west jaintia hills
meghalaya,2019,1,1482,north garo hills
meghalaya,2019,1,1434,south west garo hills
meghalaya,2019,1,1424,east garo hills
meghalaya,2019,1,1296,south garo hills
meghalaya,2019,1,1191,west khasi hills
puducherry,2020,2,215429,puducherry
puducherry,2020,2,23612,karaikal
puducherry,2020,2,10164,yanam
puducherry,2020,2,6395,mahe
puducherry,2020,3,239707,puducherry
puducherry,2020,3,26910,karaikal
puducherry,2020,3,11054,yanam
puducherry,2020,3,7502,mahe
puducherry,2020,4,267946,puducherry
puducherry,2020,4,30982,karaikal
puducherry,2020,4,12131,yanam
puducherry,2020,4,8567,mahe
puducherry,2020,1,195398,puducherry
puducherry,2020,1,20775,karaikal
puducherry,2020,1,9266,yanam
puducherry,2020,1,5469,mahe
puducherry,2021,2,309892,puducherry
puducherry,2021,2,36328,karaikal
puducherry,2021,2,13854,yanam
puducherry,2021,2,9887,mahe
puducherry,2021,3,332193,puducherry
puducherry,2021,3,39011,karaikal
puducherry,2021,3,14823,yanam
puducherry,2021,3,10582,mahe
puducherry,2021,4,354425,puducherry
puducherry,2021,4,41695,karaikal
puducherry,2021,4,15809,yanam
puducherry,2021,4,11238,mahe
puducherry,2021,1,290107,puducherry
puducherry,2021,1,33876,karaikal
puducherry,2021,1,13005,yanam
puducherry,2021,1,9291,mahe
puducherry,2018,2,55513,puducherry
puducherry,2018,2,5393,karaikal
puducherry,2018,2,3232,yanam
puducherry,2018,2,1442,mahe
puducherry,2018,3,68634,puducherry
puducherry,2018,3,7174,karaikal
puducherry,2018,3,3926,yanam
puducherry,2018,3,1812,mahe
puducherry,2018,4,92629,puducherry
puducherry,2018,4,9578,karaikal
puducherry,2018,4,4901,yanam
puducherry,2018,4,2386,mahe
puducherry,2018,1,42117,puducherry
puducherry,2018,1,3628,karaikal
puducherry,2018,1,2500,yanam
puducherry,2018,1,1073,mahe
puducherry,2023,2,472714,puducherry
puducherry,2023,2,55776,karaikal
puducherry,2023,2,21261,yanam
puducherry,2023,2,14680,mahe
puducherry,2023,3,491130,puducherry
puducherry,2023,3,58040,karaikal
puducherry,2023,3,22161,yanam
puducherry,2023,3,15219,mahe
puducherry,2023,1,455449,puducherry
puducherry,2023,1,53685,karaikal
puducherry,2023,1,20481,yanam
puducherry,2023,1,14204,mahe
puducherry,2022,2,394977,puducherry
puducherry,2022,2,46573,karaikal
puducherry,2022,2,17644,yanam
puducherry,2022,2,12469,mahe
puducherry,2022,3,415847,puducherry
puducherry,2022,3,49034,karaikal
puducherry,2022,3,18606,yanam
puducherry,2022,3,13083,mahe
puducherry,2022,4,436067,puducherry
puducherry,2022,4,51364,karaikal
puducherry,2022,4,19579,yanam
puducherry,2022,4,13639,mahe
puducherry,2022,1,375238,puducherry
puducherry,2022,1,44201,karaikal
puducherry,2022,1,16747,yanam
puducherry,2022,1,11865,mahe
puducherry,2019,2,132703,puducherry
puducherry,2019,2,13827,karaikal
puducherry,2019,2,6485,yanam
puducherry,2019,2,3443,mahe
puducherry,2019,3,150642,puducherry
puducherry,2019,3,15875,karaikal
puducherry,2019,3,7342,yanam
puducherry,2019,3,4009,mahe
puducherry,2019,4,173175,puducherry
puducherry,2019,4,18134,karaikal
puducherry,2019,4,8287,yanam
puducherry,2019,4,4696,mahe
puducherry,2019,1,112798,puducherry
puducherry,2019,1,11549,karaikal
puducherry,2019,1,5814,yanam
puducherry,2019,1,2898,mahe
tamil-nadu,2020,2,1436722,chennai
tamil-nadu,2020,2,1140330,thiruvallur
tamil-nadu,2020,2,979769,chengalpattu
tamil-nadu,2020,2,958191,coimbatore
tamil-nadu,2020,2,678899,kancheepuram
tamil-nadu,2020,2,550609,tiruppur
tamil-nadu,2020,2,499360,salem
tamil-nadu,2020,2,456527,madurai
tamil-nadu,2020,2,424184,krishnagiri
tamil-nadu,2020,2,383178,tiruchirappalli
tamil-nadu,2020,3,1566152,chennai
tamil-nadu,2020,3,1260923,thiruvallur
tamil-nadu,2020,3,1073680,coimbatore
tamil-nadu,2020,3,1064263,chengalpattu
tamil-nadu,2020,3,744437,kancheepuram
tamil-nadu,2020,3,625391,tiruppur
tamil-nadu,2020,3,564858,salem
tamil-nadu,2020,3,516447,madurai
tamil-nadu,2020,3,480568,krishnagiri
tamil-nadu,2020,3,433221,tiruchirappalli
tamil-nadu,2020,4,1731527,chennai
tamil-nadu,2020,4,1408348,thiruvallur
tamil-nadu,2020,4,1205249,coimbatore
tamil-nadu,2020,4,1170720,chengalpattu
tamil-nadu,2020,4,829207,kancheepuram
tamil-nadu,2020,4,710489,tiruppur
tamil-nadu,2020,4,638883,salem
tamil-nadu,2020,4,582252,madurai
tamil-nadu,2020,4,545815,krishnagiri
tamil-nadu,2020,4,487716,tiruchirappalli
tamil-nadu,2020,1,1340762,chennai
tamil-nadu,2020,1,1041642,thiruvallur
tamil-nadu,2020,1,912587,chengalpattu
tamil-nadu,2020,1,868832,coimbatore
tamil-nadu,2020,1,626872,kancheepuram
tamil-nadu,2020,1,488697,tiruppur
tamil-nadu,2020,1,442045,salem
tamil-nadu,2020,1,402474,madurai
tamil-nadu,2020,1,379857,krishnagiri
tamil-nadu,2020,1,339829,tiruchirappalli
tamil-nadu,2021,2,1988355,chennai
tamil-nadu,2021,2,1626966,thiruvallur
tamil-nadu,2021,2,1393621,coimbatore
tamil-nadu,2021,2,1344163,chengalpattu
tamil-nadu,2021,2,957182,kancheepuram
tamil-nadu,2021,2,828168,tiruppur
tamil-nadu,2021,2,742566,salem
tamil-nadu,2021,2,675035,madurai
tamil-nadu,2021,2,635191,krishnagiri
tamil-nadu,2021,2,565156,tiruchirappalli
tamil-nadu,2021,3,2124347,chennai
tamil-nadu,2021,3,1744228,thiruvallur
tamil-nadu,2021,3,1494350,coimbatore
tamil-nadu,2021,3,1438295,chengalpattu
tamil-nadu,2021,3,1025651,kancheepuram
tamil-nadu,2021,3,891753,tiruppur
tamil-nadu,2021,3,798213,salem
tamil-nadu,2021,3,725021,madurai
