State,Year,Quater,RegisteredUsers,Pincode
maharashtra,2022,4,608005,421302
maharashtra,2022,4,448917,410501
maharashtra,2022,4,443926,410206
maharashtra,2022,4,416996,421201
maharashtra,2022,4,357121,411033
maharashtra,2022,4,349702,411014
maharashtra,2022,4,335006,411046
maharashtra,2022,4,330549,431003
maharashtra,2022,4,329184,421301
maharashtra,2022,4,327401,400612
maharashtra,2022,1,518716,421302
maharashtra,2022,1,383878,410501
maharashtra,2022,1,382909,410206
maharashtra,2022,1,359195,421201
maharashtra,2022,1,309834,411033
maharashtra,2022,1,304204,411014
maharashtra,2022,1,290395,411046
maharashtra,2022,1,285232,431003
maharashtra,2022,1,283274,421301
maharashtra,2022,1,280349,400612
maharashtra,2019,2,190214,421302
maharashtra,2019,2,156028,410501
maharashtra,2019,2,153146,421201
maharashtra,2019,2,151268,410206
maharashtra,2019,2,143887,411014
maharashtra,2019,2,141507,411033
maharashtra,2019,2,134886,411057
maharashtra,2019,2,124330,431003
maharashtra,2019,2,122222,411046
maharashtra,2019,2,120199,411028
maharashtra,2019,3,217009,421302
maharashtra,2019,3,175465,410501
maharashtra,2019,3,172371,410206
maharashtra,2019,3,171833,421201
maharashtra,2019,3,160987,411014
maharashtra,2019,3,159530,411033
maharashtra,2019,3,149071,411057
maharashtra,2019,3,140288,411046
maharashtra,2019,3,139768,431003
maharashtra,2019,3,134946,411028
maharashtra,2019,4,243170,421302
maharashtra,2019,4,194467,410501
maharashtra,2019,4,190844,410206
maharashtra,2019,4,186756,421201
maharashtra,2019,4,174293,411014
maharashtra,2019,4,173559,411033
maharashtra,2019,4,159468,411057
maharashtra,2019,4,154739,411046
maharashtra,2019,4,154167,431003
maharashtra,2019,4,146715,411028
maharashtra,2019,1,164019,421302
maharashtra,2019,1,137359,410501
maharashtra,2019,1,133341,421201
maharashtra,2019,1,129314,410206
maharashtra,2019,1,126623,411014
maharashtra,2019,1,123678,411033
maharashtra,2019,1,120482,411057
maharashtra,2019,1,110778,431003
maharashtra,2019,1,105695,400072
maharashtra,2019,1,105603,411028
meghalaya,2020,2,14552,793001
meghalaya,2020,2,8623,793002
meghalaya,2020,2,7198,794001
meghalaya,2020,2,6521,794105
meghalaya,2020,2,6232,793011
meghalaya,2020,2,6219,793101
meghalaya,2020,2,6083,794104
meghalaya,2020,2,5464,794101
meghalaya,2020,2,5434,793210
meghalaya,2020,2,4166,793007
meghalaya,2020,3,16464,793001
meghalaya,2020,3,9658,793002
meghalaya,2020,3,8252,794001
meghalaya,2020,3,7516,794105
meghalaya,2020,3,7165,793011
meghalaya,2020,3,7151,794104
meghalaya,2020,3,6925,793101
meghalaya,2020,3,6212,794101
meghalaya,2020,3,6014,793210
meghalaya,2020,3,4865,793150
meghalaya,2020,4,18247,793001
meghalaya,2020,4,10753,793002
meghalaya,2020,4,9064,794001
meghalaya,2020,4,8293,794105
meghalaya,2020,4,8140,794104
meghalaya,2020,4,8005,793011
meghalaya,2020,4,7641,793101
meghalaya,2020,4,6857,794101
meghalaya,2020,4,6558,793210
meghalaya,2020,4,5486,793150
meghalaya,2020,1,12683,793001
meghalaya,2020,1,7456,793002
meghalaya,2020,1,6105,794001
meghalaya,2020,1,5466,793101
meghalaya,2020,1,5314,794105
meghalaya,2020,1,5248,793011
meghalaya,2020,1,4873,793210
meghalaya,2020,1,4682,794101
meghalaya,2020,1,4673,794104
meghalaya,2020,1,3524,793007
meghalaya,2021,2,21124,793001
meghalaya,2021,2,12348,793002
meghalaya,2021,2,10389,794001
meghalaya,2021,2,9742,794105
meghalaya,2021,2,9602,794104
meghalaya,2021,2,9244,793011
meghalaya,2021,2,8921,793101
meghalaya,2021,2,7866,794101
meghalaya,2021,2,7644,793210
meghalaya,2021,2,6477,793150
meghalaya,2021,3,22612,793001
meghalaya,2021,3,13223,793002
meghalaya,2021,3,11130,794001
meghalaya,2021,3,10597,794105
meghalaya,2021,3,10547,794104
meghalaya,2021,3,9914,793011
meghalaya,2021,3,9665,793101
meghalaya,2021,3,8448,794101
meghalaya,2021,3,8257,793210
meghalaya,2021,3,7068,793150
meghalaya,2021,4,24127,793001
meghalaya,2021,4,14142,793002
meghalaya,2021,4,11874,794001
meghalaya,2021,4,11487,794105
meghalaya,2021,4,11446,794104
meghalaya,2021,4,10570,793011
meghalaya,2021,4,10353,793101
meghalaya,2021,4,9032,794101
meghalaya,2021,4,8857,793210
meghalaya,2021,4,7635,793150
meghalaya,2021,1,19753,793001
meghalaya,2021,1,11566,793002
meghalaya,2021,1,9727,794001
meghalaya,2021,1,9011,794105
meghalaya,2021,1,8869,794104
meghalaya,2021,1,8646,793011
meghalaya,2021,1,8317,793101
meghalaya,2021,1,7337,794101
meghalaya,2021,1,7113,793210
meghalaya,2021,1,5969,793150
meghalaya,2018,2,3410,793001
meghalaya,2018,2,1857,793002
meghalaya,2018,2,1430,793210
meghalaya,2018,2,1415,794001
meghalaya,2018,2,1379,793101
meghalaya,2018,2,1320,793011
meghalaya,2018,2,1233,794105
meghalaya,2018,2,1144,794101
meghalaya,2018,2,895,793007
meghalaya,2018,2,878,793004
meghalaya,2018,3,4591,793001
meghalaya,2018,3,2453,793002
meghalaya,2018,3,2006,794001
meghalaya,2018,3,1964,793210
meghalaya,2018,3,1851,793101
meghalaya,2018,3,1798,793011
meghalaya,2018,3,1690,794105
meghalaya,2018,3,1597,794101
meghalaya,2018,3,1242,794104
meghalaya,2018,3,1209,793007
meghalaya,2018,4,5880,793001
meghalaya,2018,4,3195,793002
meghalaya,2018,4,2785,794001
meghalaya,2018,4,2480,793101
meghalaya,2018,4,2438,793210
meghalaya,2018,4,2340,793011
meghalaya,2018,4,2307,794105
meghalaya,2018,4,2184,794101
meghalaya,2018,4,1774,794104
meghalaya,2018,4,1600,793004
meghalaya,2018,1,2493,793001
meghalaya,2018,1,1386,793002
meghalaya,2018,1,1033,794001
meghalaya,2018,1,999,793210
meghalaya,2018,1,943,793011
meghalaya,2018,1,908,793101
meghalaya,2018,1,855,794105
meghalaya,2018,1,752,794101
meghalaya,2018,1,646,793007
meghalaya,2018,1,613,793004
meghalaya,2023,2,32160,793001
meghalaya,2023,2,18905,793002
meghalaya,2023,2,15992,794104
meghalaya,2023,2,15823,794105
meghalaya,2023,2,15770,794001
meghalaya,2023,2,14174,793011
meghalaya,2023,2,14113,793101
meghalaya,2023,2,12143,793210
meghalaya,2023,2,12034,794101
meghalaya,2023,2,10217,793150
meghalaya,2023,3,33371,793001
meghalaya,2023,3,19635,793002
meghalaya,2023,3,16744,794104
meghalaya,2023,3,16563,794105
meghalaya,2023,3,16399,794001
meghalaya,2023,3,14728,793011
meghalaya,2023,3,14692,793101
meghalaya,2023,3,12660,793210
meghalaya,2023,3,12534,794101
meghalaya,2023,3,10672,793150
meghalaya,2023,1,30984,793001
meghalaya,2023,1,18216,793002
meghalaya,2023,1,15236,794001
meghalaya,2023,1,15143,794104
meghalaya,2023,1,15093,794105
meghalaya,2023,1,13649,793011
meghalaya,2023,1,13552,793101
meghalaya,2023,1,11590,793210
meghalaya,2023,1,11553,794101
meghalaya,2023,1,9742,793150
meghalaya,2022,2,26896,793001
meghalaya,2022,2,15794,793002
meghalaya,2022,2,13275,794001
meghalaya,2022,2,13038,794104
meghalaya,2022,2,13006,794105
meghalaya,2022,2,11798,793011
meghalaya,2022,2,11696,793101
meghalaya,2022,2,10115,794101
meghalaya,2022,2,10028,793210
meghalaya,2022,2,8576,793150
meghalaya,2022,3,28296,793001
meghalaya,2022,3,16624,793002
meghalaya,2022,3,13969,794001
meghalaya,2022,3,13803,794104
meghalaya,2022,3,13711,794105
meghalaya,2022,3,12419,793011
meghalaya,2022,3,12305,793101
meghalaya,2022,3,10631,794101
meghalaya,2022,3,10565,793210
meghalaya,2022,3,8991,793150
meghalaya,2022,4,29682,793001
meghalaya,2022,4,17452,793002
meghalaya,2022,4,14596,794001
meghalaya,2022,4,14408,794104
meghalaya,2022,4,14338,794105
meghalaya,2022,4,13052,793011
meghalaya,2022,4,12917,793101
meghalaya,2022,4,11082,794101
meghalaya,2022,4,11069,793210
meghalaya,2022,4,9332,793150
meghalaya,2022,1,25549,793001
meghalaya,2022,1,14982,793002
meghalaya,2022,1,12581,794001
meghalaya,2022,1,12299,794104
meghalaya,2022,1,12278,794105
meghalaya,2022,1,11198,793011
meghalaya,2022,1,11049,793101
meghalaya,2022,1,9581,794101
meghalaya,2022,1,9469,793210
meghalaya,2022,1,8140,793150
meghalaya,2019,2,8597,793001
meghalaya,2019,2,4984,793002
meghalaya,2019,2,4119,794001
meghalaya,2019,2,3703,793101
meghalaya,2019,2,3445,793210
meghalaya,2019,2,3435,794105
meghalaya,2019,2,3426,793011
meghalaya,2019,2,3166,794101
meghalaya,2019,2,2826,794104
meghalaya,2019,2,2315,793007
meghalaya,2019,3,10069,793001
meghalaya,2019,3,5866,793002
meghalaya,2019,3,4860,794001
meghalaya,2019,3,4254,793101
meghalaya,2019,3,4074,793011
meghalaya,2019,3,4031,794105
meghalaya,2019,3,3890,793210
meghalaya,2019,3,3736,794101
meghalaya,2019,3,3358,794104
meghalaya,2019,3,2747,793007
meghalaya,2019,4,11243,793001
meghalaya,2019,4,6629,793002
meghalaya,2019,4,5473,794001
meghalaya,2019,4,4803,793101
meghalaya,2019,4,4678,794105
meghalaya,2019,4,4575,793011
meghalaya,2019,4,4376,793210
meghalaya,2019,4,4209,794101
meghalaya,2019,4,3989,794104
meghalaya,2019,4,3067,793007
meghalaya,2019,1,7108,793001
meghalaya,2019,1,4005,793002
meghalaya,2019,1,3368,794001
meghalaya,2019,1,3084,793101
meghalaya,2019,1,2994,793210
meghalaya,2019,1,2947,793011
meghalaya,2019,1,2884,794105
meghalaya,2019,1,2675,794101
meghalaya,2019,1,2322,794104
meghalaya,2019,1,1970,793007
puducherry,2020,2,28750,605110
puducherry,2020,2,20938,605107
puducherry,2020,2,20563,605008
puducherry,2020,2,20030,605004
puducherry,2020,2,16663,605009
puducherry,2020,2,13873,605011
puducherry,2020,2,12977,605001
puducherry,2020,2,12367,605013
puducherry,2020,2,12294,605010
puducherry,2020,2,12240,605007
puducherry,2020,3,32402,605110
puducherry,2020,3,23636,605107
puducherry,2020,3,22798,605008
puducherry,2020,3,22436,605004
puducherry,2020,3,18479,605009
puducherry,2020,3,15322,605011
puducherry,2020,3,14054,605001
puducherry,2020,3,13851,605007
puducherry,2020,3,13587,605010
puducherry,2020,3,13559,605013
puducherry,2020,4,36516,605110
puducherry,2020,4,26885,605107
puducherry,2020,4,25225,605008
puducherry,2020,4,24940,605004
puducherry,2020,4,20600,605009
puducherry,2020,4,17122,605011
puducherry,2020,4,15539,605007
puducherry,2020,4,15397,605001
puducherry,2020,4,15198,605010
puducherry,2020,4,15108,605013
puducherry,2020,1,25687,605110
puducherry,2020,1,18656,605008
puducherry,2020,1,18556,605107
puducherry,2020,1,18046,605004
puducherry,2020,1,15245,605009
puducherry,2020,1,12795,605011
puducherry,2020,1,12186,605001
puducherry,2020,1,11425,605013
puducherry,2020,1,11275,605010
puducherry,2020,1,10904,605007
puducherry,2021,2,42482,605110
puducherry,2021,2,31257,605107
puducherry,2021,2,29084,605008
puducherry,2021,2,28831,605004
puducherry,2021,2,23778,605009
puducherry,2021,2,19690,605011
puducherry,2021,2,18079,605007
puducherry,2021,2,17658,605001
puducherry,2021,2,17498,605010
puducherry,2021,2,17467,605013
puducherry,2021,3,45619,605110
puducherry,2021,3,33660,605107
puducherry,2021,3,31097,605008
puducherry,2021,3,30853,605004
puducherry,2021,3,25458,605009
puducherry,2021,3,21041,605011
puducherry,2021,3,19440,605007
puducherry,2021,3,18888,605001
puducherry,2021,3,18753,605010
puducherry,2021,3,18675,605013
puducherry,2021,4,48727,605110
puducherry,2021,4,35995,605107
puducherry,2021,4,33154,605008
puducherry,2021,4,32915,605004
puducherry,2021,4,27171,605009
puducherry,2021,4,22408,605011
puducherry,2021,4,20753,605007
puducherry,2021,4,20108,605001
puducherry,2021,4,19971,605010
puducherry,2021,4,19909,605013
puducherry,2021,1,39705,605110
puducherry,2021,1,29175,605107
puducherry,2021,1,27263,605008
puducherry,2021,1,27010,605004
puducherry,2021,1,22267,605009
puducherry,2021,1,18462,605011
puducherry,2021,1,16918,605007
puducherry,2021,1,16548,605001
puducherry,2021,1,16417,605010
puducherry,2021,1,16376,605013
puducherry,2018,2,6941,605110
puducherry,2018,2,5562,605008
puducherry,2018,2,5088,605107
puducherry,2018,2,4951,605004
puducherry,2018,2,4559,605009
puducherry,2018,2,3734,605011
puducherry,2018,2,3468,605010
puducherry,2018,2,3430,605001
puducherry,2018,2,3429,605013
puducherry,2018,2,3232,533464
puducherry,2018,3,8620,605110
puducherry,2018,3,6777,605008
puducherry,2018,3,6258,605107
puducherry,2018,3,6118,605004
puducherry,2018,3,5721,605009
puducherry,2018,3,4602,605011
puducherry,2018,3,4229,605001
puducherry,2018,3,4208,605010
puducherry,2018,3,4174,605013
puducherry,2018,3,3926,533464
puducherry,2018,4,11531,605110
puducherry,2018,4,9152,605008
puducherry,2018,4,8479,605107
puducherry,2018,4,8467,605004
puducherry,2018,4,7573,605009
puducherry,2018,4,6222,605011
puducherry,2018,4,5692,605010
puducherry,2018,4,5628,605013
puducherry,2018,4,5486,605001
puducherry,2018,4,4901,533464
puducherry,2018,1,5295,605110
puducherry,2018,1,4326,605008
puducherry,2018,1,3824,605107
puducherry,2018,1,3765,605004
puducherry,2018,1,3488,605009
puducherry,2018,1,2833,605011
puducherry,2018,1,2631,605013
puducherry,2018,1,2603,605001
puducherry,2018,1,2577,605010
puducherry,2018,1,2500,533464
puducherry,2023,2,65371,605110
puducherry,2023,2,48667,605107
puducherry,2023,2,43969,605008
puducherry,2023,2,43746,605004
puducherry,2023,2,36129,605009
puducherry,2023,2,29754,605011
puducherry,2023,2,27796,605007
puducherry,2023,2,26577,605010
puducherry,2023,2,26555,605001
puducherry,2023,2,26451,605013
puducherry,2023,3,68001,605110
puducherry,2023,3,50686,605107
puducherry,2023,3,45621,605008
puducherry,2023,3,45469,605004
puducherry,2023,3,37477,605009
puducherry,2023,3,30844,605011
puducherry,2023,3,28923,605007
puducherry,2023,3,27573,605010
puducherry,2023,3,27546,605001
puducherry,2023,3,27482,605013
puducherry,2023,1,62885,605110
puducherry,2023,1,46763,605107
puducherry,2023,1,42383,605008
puducherry,2023,1,42155,605004
puducherry,2023,1,34866,605009
puducherry,2023,1,28704,605011
puducherry,2023,1,26765,605007
puducherry,2023,1,25639,605010
puducherry,2023,1,25633,605001
puducherry,2023,1,25534,605013
puducherry,2022,2,54423,605110
puducherry,2022,2,40308,605107
puducherry,2022,2,36856,605008
puducherry,2022,2,36618,605004
puducherry,2022,2,30254,605009
puducherry,2022,2,24910,605011
puducherry,2022,2,23152,605007
puducherry,2022,2,22300,605001
puducherry,2022,2,22248,605010
puducherry,2022,2,22133,605013
puducherry,2022,3,57334,605110
puducherry,2022,3,42562,605107
puducherry,2022,3,38768,605008
puducherry,2022,3,38540,605004
puducherry,2022,3,31818,605009
puducherry,2022,3,26199,605011
puducherry,2022,3,24425,605007
puducherry,2022,3,23444,605001
puducherry,2022,3,23414,605010
puducherry,2022,3,23272,605013
puducherry,2022,4,60161,605110
puducherry,2022,4,44713,605107
puducherry,2022,4,40658,605008
puducherry,2022,4,40383,605004
puducherry,2022,4,33355,605009
puducherry,2022,4,27461,605011
puducherry,2022,4,25628,605007
puducherry,2022,4,24593,605001
puducherry,2022,4,24548,605010
puducherry,2022,4,24424,605013
puducherry,2022,1,51639,605110
puducherry,2022,1,38173,605107
puducherry,2022,1,35063,605008
puducherry,2022,1,34846,605004
puducherry,2022,1,28729,605009
puducherry,2022,1,23684,605011
puducherry,2022,1,22006,605007
puducherry,2022,1,21245,605001
puducherry,2022,1,21139,605010
puducherry,2022,1,21038,605013
puducherry,2019,2,16837,605110
puducherry,2019,2,13076,605008
puducherry,2019,2,12215,605004
puducherry,2019,2,12205,605107
puducherry,2019,2,10650,605009
puducherry,2019,2,9000,605011
puducherry,2019,2,8190,605001
puducherry,2019,2,7982,605013
puducherry,2019,2,7830,605010
puducherry,2019,2,7155,605007
puducherry,2019,3,19211,605110
puducherry,2019,3,14756,605008
puducherry,2019,3,13994,605107
puducherry,2019,3,13911,605004
puducherry,2019,3,11926,605009
puducherry,2019,3,10048,605011
puducherry,2019,3,9516,605001
puducherry,2019,3,9036,605013
puducherry,2019,3,8819,605010
puducherry,2019,3,8286,605007
puducherry,2019,4,22470,605110
puducherry,2019,4,16680,605008
puducherry,2019,4,16318,605107
puducherry,2019,4,15963,605004
puducherry,2019,4,13635,605009
puducherry,2019,4,11461,605011
puducherry,2019,4,10910,605001
puducherry,2019,4,10207,605013
puducherry,2019,4,10117,605010
puducherry,2019,4,9513,605007
puducherry,2019,1,14136,605110
puducherry,2019,1,11169,605008
puducherry,2019,1,10375,605107
puducherry,2019,1,10371,605004
puducherry,2019,1,9199,605009
puducherry,2019,1,7594,605011
puducherry,2019,1,6815,605013
puducherry,2019,1,6802,605010
puducherry,2019,1,6703,605001
puducherry,2019,1,6017,605007
tamil-nadu,2020,2,95158,641602
tamil-nadu,2020,2,87458,635109
tamil-nadu,2020,2,83667,600100
tamil-nadu,2020,2,82779,602105
tamil-nadu,2020,2,77789,600003
tamil-nadu,2020,2,73063,635126
tamil-nadu,2020,2,72281,600056
tamil-nadu,2020,2,67058,600053
tamil-nadu,2020,2,65439,600116
tamil-nadu,2020,2,64796,600042
tamil-nadu,2020,3,107812,641602
tamil-nadu,2020,3,97699,635109
tamil-nadu,2020,3,90254,602105
tamil-nadu,2020,3,90250,600100
tamil-nadu,2020,3,81870,600003
tamil-nadu,2020,3,80964,635126
tamil-nadu,2020,3,78968,600056
tamil-nadu,2020,3,73528,600053
tamil-nadu,2020,3,71557,600116
tamil-nadu,2020,3,69297,600042
tamil-nadu,2020,4,121857,641602
tamil-nadu,2020,4,110280,635109
tamil-nadu,2020,4,100634,602105
tamil-nadu,2020,4,98526,600100
tamil-nadu,2020,4,90075,635126
tamil-nadu,2020,4,87638,600003
tamil-nadu,2020,4,87572,600056
tamil-nadu,2020,4,81716,600053
tamil-nadu,2020,4,79368,600116
tamil-nadu,2020,4,75433,600042
tamil-nadu,2020,1,85509,641602
tamil-nadu,2020,1,80309,635109
tamil-nadu,2020,1,78806,600100
tamil-nadu,2020,1,77276,602105
tamil-nadu,2020,1,74485,600003
tamil-nadu,2020,1,67464,635126
tamil-nadu,2020,1,67263,600056
tamil-nadu,2020,1,62400,600053
tamil-nadu,2020,1,61417,600042
tamil-nadu,2020,1,60816,600116
tamil-nadu,2021,2,141899,641602
tamil-nadu,2021,2,127444,635109
tamil-nadu,2021,2,116613,602105
tamil-nadu,2021,2,112485,600100
tamil-nadu,2021,2,103999,635126
tamil-nadu,2021,2,100579,600056
tamil-nadu,2021,2,99585,600003
tamil-nadu,2021,2,94042,600053
tamil-nadu,2021,2,91189,600116
tamil-nadu,2021,2,86035,600042
tamil-nadu,2021,3,152392,641602
tamil-nadu,2021,3,136599,635109
tamil-nadu,2021,3,125331,602105
tamil-nadu,2021,3,120046,600100
tamil-nadu,2021,3,111400,635126
tamil-nadu,2021,3,107501,600056
tamil-nadu,2021,3,106261,600003
tamil-nadu,2021,3,100637,600053
tamil-nadu,2021,3,97574,600116
tamil-nadu,2021,3,91756,600042
tamil-nadu,2021,4,162911,641602
tamil-nadu,2021,4,145634,635109
tamil-nadu,2021,4,133972,602105
tamil-nadu,2021,4,127705,600100
tamil-nadu,2021,4,118854,635126
tamil-nadu,2021,4,114499,600056
tamil-nadu,2021,4,113049,600003
tamil-nadu,2021,4,107237,600053
tamil-nadu,2021,4,103946,600116
tamil-nadu,2021,4,97578,600042
tamil-nadu,2021,1,132560,641602
tamil-nadu,2021,1,119256,635109
tamil-nadu,2021,1,109002,602105
tamil-nadu,2021,1,105601,600100
tamil-nadu,2021,1,97362,635126
tamil-nadu,2021,1,94311,600056
tamil-nadu,2021,1,93539,600003
tamil-nadu,2021,1,88146,600053
tamil-nadu,2021,1,85493,600116
tamil-nadu,2021,1,80853,600042
tamil-nadu,2018,2,26004,600100
tamil-nadu,2018,2,24485,641602
tamil-nadu,2018,2,23885,602105
tamil-nadu,2018,2,23421,635109
tamil-nadu,2018,2,21630,600042
tamil-nadu,2018,2,21275,600003
tamil-nadu,2018,2,20493,600056
tamil-nadu,2018,2,19870,600119
tamil-nadu,2018,2,19632,635126
tamil-nadu,2018,2,19366,600053
tamil-nadu,2018,3,32407,600100
tamil-nadu,2018,3,32062,641602
tamil-nadu,2018,3,30685,602105
tamil-nadu,2018,3,30342,635109
tamil-nadu,2018,3,27281,600042
tamil-nadu,2018,3,25710,600056
tamil-nadu,2018,3,25446,635126
tamil-nadu,2018,3,25310,600119
tamil-nadu,2018,3,25211,600003
tamil-nadu,2018,3,24350,600053
tamil-nadu,2018,4,42866,600100
tamil-nadu,2018,4,41636,641602
tamil-nadu,2018,4,40337,602105
tamil-nadu,2018,4,39553,635109
tamil-nadu,2018,4,35139,600042
tamil-nadu,2018,4,34394,600056
tamil-nadu,2018,4,33327,635126
tamil-nadu,2018,4,32763,600119
tamil-nadu,2018,4,32652,600053
tamil-nadu,2018,4,31780,600003
tamil-nadu,2018,1,19254,600100
tamil-nadu,2018,1,17170,602105
tamil-nadu,2018,1,17139,641602
tamil-nadu,2018,1,16386,635109
tamil-nadu,2018,1,16188,600042
tamil-nadu,2018,1,16113,600003
tamil-nadu,2018,1,15020,600119
tamil-nadu,2018,1,14894,600056
tamil-nadu,2018,1,13947,600053
tamil-nadu,2018,1,13934,600097
tamil-nadu,2023,2,220199,641602
tamil-nadu,2023,2,194551,635109
tamil-nadu,2023,2,181447,602105
tamil-nadu,2023,2,168451,600100
tamil-nadu,2023,2,159122,635126
tamil-nadu,2023,2,152028,600056
tamil-nadu,2023,2,148553,600003
tamil-nadu,2023,2,142356,600053
tamil-nadu,2023,2,137703,600116
tamil-nadu,2023,2,127865,600042
tamil-nadu,2023,3,228811,641602
tamil-nadu,2023,3,202156,635109
tamil-nadu,2023,3,188951,602105
tamil-nadu,2023,3,174659,600100
tamil-nadu,2023,3,165334,635126
tamil-nadu,2023,3,157776,600056
tamil-nadu,2023,3,153839,600003
tamil-nadu,2023,3,147707,600053
tamil-nadu,2023,3,142908,600116
tamil-nadu,2023,3,132448,600042
tamil-nadu,2023,1,211679,641602
tamil-nadu,2023,1,187515,635109
tamil-nadu,2023,1,174479,602105
tamil-nadu,2023,1,162700,600100
tamil-nadu,2023,1,153358,635126
tamil-nadu,2023,1,146708,600056
tamil-nadu,2023,1,143494,600003
tamil-nadu,2023,1,137388,600053
tamil-nadu,2023,1,132880,600116
tamil-nadu,2023,1,123688,600042
tamil-nadu,2022,2,182250,641602
tamil-nadu,2022,2,162465,635109
tamil-nadu,2022,2,150085,602105
tamil-nadu,2022,2,141741,600100
tamil-nadu,2022,2,132473,635126
tamil-nadu,2022,2,127333,600056
tamil-nadu,2022,2,125101,600003
tamil-nadu,2022,2,119247,600053
tamil-nadu,2022,2,115418,600116
tamil-nadu,2022,2,107903,600042
tamil-nadu,2022,3,192242,641602
tamil-nadu,2022,3,170986,635109
tamil-nadu,2022,3,158440,602105
tamil-nadu,2022,3,148795,600100
tamil-nadu,2022,3,139569,635126
tamil-nadu,2022,3,133858,600056
tamil-nadu,2022,3,131177,600003
tamil-nadu,2022,3,125379,600053
tamil-nadu,2022,3,121335,600116
tamil-nadu,2022,3,113181,600042
tamil-nadu,2022,4,202276,641602
tamil-nadu,2022,4,179344,635109
tamil-nadu,2022,4,166520,602105
tamil-nadu,2022,4,155909,600100
tamil-nadu,2022,4,146590,635126
tamil-nadu,2022,4,140407,600056
tamil-nadu,2022,4,137459,600003
tamil-nadu,2022,4,131493,600053
tamil-nadu,2022,4,127254,600116
tamil-nadu,2022,4,118508,600042
tamil-nadu,2022,1,172812,641602
tamil-nadu,2022,1,154260,635109
tamil-nadu,2022,1,142269,602105
tamil-nadu,2022,1,134860,600100
tamil-nadu,2022,1,125806,635126
tamil-nadu,2022,1,121108,600056
tamil-nadu,2022,1,119226,600003
tamil-nadu,2022,1,113418,600053
tamil-nadu,2022,1,109830,600116
tamil-nadu,2022,1,102844,600042
tamil-nadu,2019,2,59144,600100
tamil-nadu,2019,2,58046,641602
tamil-nadu,2019,2,56022,635109
tamil-nadu,2019,2,55771,602105
tamil-nadu,2019,2,51153,600003
tamil-nadu,2019,2,48134,600056
tamil-nadu,2019,2,47157,635126
tamil-nadu,2019,2,47069,600042
tamil-nadu,2019,2,45586,600053
tamil-nadu,2019,2,43913,600116
tamil-nadu,2019,3,66075,641602
tamil-nadu,2019,3,65467,600100
tamil-nadu,2019,3,63628,635109
tamil-nadu,2019,3,62631,602105
tamil-nadu,2019,3,60506,600003
tamil-nadu,2019,3,54402,600056
tamil-nadu,2019,3,53597,635126
tamil-nadu,2019,3,51880,600042
tamil-nadu,2019,3,50908,600053
tamil-nadu,2019,3,49401,600116
tamil-nadu,2019,4,75544,641602
tamil-nadu,2019,4,72286,600100
tamil-nadu,2019,4,72159,635109
tamil-nadu,2019,4,70089,602105
tamil-nadu,2019,4,67897,600003
tamil-nadu,2019,4,60936,600056
tamil-nadu,2019,4,60812,635126
tamil-nadu,2019,4,56848,600042
tamil-nadu,2019,4,56622,600053
tamil-nadu,2019,4,55253,600116
tamil-nadu,2019,1,51245,600100
tamil-nadu,2019,1,49716,641602
tamil-nadu,2019,1,48656,602105
tamil-nadu,2019,1,48062,635109
tamil-nadu,2019,1,41510,600042
tamil-nadu,2019,1,41450,600056
tamil-nadu,2019,1,40399,635126
tamil-nadu,2019,1,39199,600053
tamil-nadu,2019,1,38537,600119
tamil-nadu,2019,1,38221,600003
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,119858,396230
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,56796,396210
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,32569,396215
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,26145,396235
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,4635,362520
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,2541,362571
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,1398,362540
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,651,396220
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,221,362570
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,131460,396230
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,61967,396210
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,35428,396215
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,28723,396235
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,5010,362520
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,2821,362571
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,1581,362540
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,713,396220
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,243,362570
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,145541,396230
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,68594,396210
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,39109,396215
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,31891,396235
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,5447,362520
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,3079,362571
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,1750,362540
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,808,396220
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,274,362570
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,107112,396230
