State,Year,Quater,EntityName,metric_amount,metric_count
manipur,2021,2,imphal east,491977805.97917175,179337
manipur,2021,2,thoubal,268514237.48815316,91264
manipur,2021,2,bishnupur,260900495.1629062,89095
manipur,2021,2,churachandpur,273962339.3949944,80524
manipur,2021,2,kangpokpi,236369410.09906265,78765
manipur,2021,2,kakching,92311646.34027098,37444
manipur,2021,2,chandel,90054101.93360364,29178
manipur,2021,2,ukhrul,81225585.72178741,28524
manipur,2021,2,senapati,70219657.8819672,25681
manipur,2021,3,imphal west,7437068961.027052,3027735
manipur,2021,3,imphal east,705081475.2381084,226128
manipur,2021,3,thoubal,363547884.1177802,113257
manipur,2021,3,churachandpur,397548796.562021,109913
manipur,2021,3,bishnupur,320379628.1976948,104901
manipur,2021,3,kangpokpi,299760833.40438926,94883
manipur,2021,3,kakching,128692670.00805305,44277
manipur,2021,3,chandel,116052040.78947881,36126
manipur,2021,3,ukhrul,118509943.90387844,35250
manipur,2021,3,tamenglong,108769884.2048046,33266
manipur,2021,4,imphal west,9254105829.377777,3649688
manipur,2021,4,imphal east,853764884.9988655,268205
manipur,2021,4,thoubal,393043161.28167,130316
manipur,2021,4,churachandpur,446895232.6851511,121140
manipur,2021,4,bishnupur,369885898.8351996,113386
manipur,2021,4,kangpokpi,318563859.8204656,107329
manipur,2021,4,kakching,130159064.31913412,43224
manipur,2021,4,tengnoupal,154956864.23616886,40383
manipur,2021,4,tamenglong,140792582.93230078,40279
manipur,2021,4,chandel,131651667.09783676,39891
manipur,2021,1,imphal west,4962553375.308464,1693458
manipur,2021,1,imphal east,530028907.0928848,161841
manipur,2021,1,bishnupur,255486792.7272072,73777
manipur,2021,1,thoubal,240713473.66814184,72593
manipur,2021,1,kangpokpi,205050443.8236801,63234
manipur,2021,1,churachandpur,250250943.40948159,62755
manipur,2021,1,kakching,92307870.36114597,29803
manipur,2021,1,chandel,80445733.2065684,23884
manipur,2021,1,ukhrul,68745913.46443735,22415
manipur,2021,1,senapati,73777202.51436572,22025
manipur,2018,2,imphal west,84363001.78828333,46604
manipur,2018,2,imphal east,54561898.745482706,42065
manipur,2018,2,thoubal,17968719.216563758,20689
manipur,2018,2,bishnupur,19352100.53894212,11338
manipur,2018,2,churachandpur,18055703.270787828,7110
manipur,2018,2,kangpokpi,20315625.916537788,6741
manipur,2018,2,kakching,6411513.6565497685,3879
manipur,2018,2,ukhrul,6394470.819340965,2800
manipur,2018,2,jiribam,6467614.407545684,2710
manipur,2018,2,tengnoupal,6077962.2428630125,2080
manipur,2018,3,imphal east,89605715.78431109,60511
manipur,2018,3,imphal west,121033722.07207742,53577
manipur,2018,3,thoubal,34092748.237245426,19399
manipur,2018,3,bishnupur,24368236.711014666,13649
manipur,2018,3,kangpokpi,27937402.09243063,9151
manipur,2018,3,churachandpur,27468832.41328971,8671
manipur,2018,3,kakching,9968419.417644013,4590
manipur,2018,3,jiribam,6601625.253335206,3959
manipur,2018,3,ukhrul,9802720.723219434,3600
manipur,2018,3,tengnoupal,13385091.180977922,3282
manipur,2018,4,imphal west,181598328.1568606,71845
manipur,2018,4,imphal east,129176222.41262636,54610
manipur,2018,4,thoubal,52899731.29086943,24817
manipur,2018,4,bishnupur,37263259.12396773,19048
manipur,2018,4,churachandpur,54503246.75234864,14801
manipur,2018,4,kangpokpi,42081524.606101125,13325
manipur,2018,4,kakching,13429124.00454451,6508
manipur,2018,4,jiribam,13414981.155959103,5444
manipur,2018,4,tengnoupal,22155446.62844094,5426
manipur,2018,4,tamenglong,13057576.00717781,4866
manipur,2018,1,imphal west,46026262.666274294,29863
manipur,2018,1,imphal east,26028937.81002756,21960
manipur,2018,1,thoubal,8366772.887529282,8288
manipur,2018,1,bishnupur,11341627.667845085,7005
manipur,2018,1,kangpokpi,12129421.383849183,4187
manipur,2018,1,churachandpur,11708258.721273843,4081
manipur,2018,1,kakching,1924584.2384454876,1622
manipur,2018,1,ukhrul,1647288.6651835062,1399
manipur,2018,1,jiribam,3564799.4519929583,1305
manipur,2018,1,tamenglong,1709209.2458958817,1007
manipur,2023,2,imphal west,1347200442.0,484182
manipur,2023,2,imphal east,855990060.0,332809
manipur,2023,2,thoubal,412755825.0,155290
manipur,2023,2,churachandpur,309376954.0,108049
manipur,2023,2,bishnupur,304861281.0,108042
manipur,2023,2,kangpokpi,265835614.0,96061
manipur,2023,2,jiribam,153237238.0,53949
manipur,2023,2,senapati,139357712.0,49144
manipur,2023,2,tamenglong,121710165.0,42991
manipur,2023,2,ukhrul,131978491.0,41027
manipur,2023,3,imphal west,1192373419.0,283239
manipur,2023,3,imphal east,762942643.0,195597
manipur,2023,3,thoubal,289941575.0,70780
manipur,2023,3,kangpokpi,270393444.0,60374
manipur,2023,3,bishnupur,228769251.0,52074
manipur,2023,3,jiribam,170419988.0,48471
manipur,2023,3,churachandpur,215267198.0,43375
manipur,2023,3,senapati,88162234.0,25056
manipur,2023,3,tamenglong,105176707.0,21706
manipur,2023,3,ukhrul,74546308.0,18404
manipur,2023,1,imphal west,2602833306.0,987912
manipur,2023,1,imphal east,1637025593.0,659880
manipur,2023,1,thoubal,796620060.0,315961
manipur,2023,1,bishnupur,626631062.0,231239
manipur,2023,1,churachandpur,582341436.0,221158
manipur,2023,1,kangpokpi,520765461.0,211256
manipur,2023,1,senapati,252756548.0,94404
manipur,2023,1,tamenglong,231452890.0,86492
manipur,2023,1,ukhrul,267514824.0,83455
manipur,2023,1,tengnoupal,294235941.0,79811
manipur,2022,2,imphal west,11035105413.78688,4858000
manipur,2022,2,imphal east,1017003992.8811904,334382
manipur,2022,2,thoubal,489921006.2514488,179962
manipur,2022,2,bishnupur,427663723.98262024,132234
manipur,2022,2,churachandpur,445674066.47566885,130821
manipur,2022,2,kangpokpi,360381229.24300873,127346
manipur,2022,2,tamenglong,158669784.21199045,48779
manipur,2022,2,ukhrul,165524493.50724024,48388
manipur,2022,2,kakching,124881636.16645998,45754
manipur,2022,2,chandel,161255425.28835768,44845
manipur,2022,3,imphal west,11153142712.787489,4865688
manipur,2022,3,imphal east,1106024473.2650971,401052
manipur,2022,3,churachandpur,560754898.7150536,200968
manipur,2022,3,thoubal,502784611.8050357,198398
manipur,2022,3,kangpokpi,382055039.86516064,137088
manipur,2022,3,bishnupur,397535713.9599227,126573
manipur,2022,3,kakching,269711112.45492435,114178
manipur,2022,3,tamenglong,150947198.9523353,48889
manipur,2022,3,ukhrul,165404721.91649568,48127
manipur,2022,3,senapati,141106697.64180186,46116
manipur,2022,4,imphal west,11004726597.698875,4737839
manipur,2022,4,imphal east,1124061241.8453987,417476
manipur,2022,4,thoubal,642341521.1672155,252156
manipur,2022,4,kakching,477287512.84893876,205827
manipur,2022,4,kangpokpi,499527018.9345387,195796
manipur,2022,4,churachandpur,418292018.1391273,139622
manipur,2022,4,bishnupur,398215642.6664851,134155
manipur,2022,4,senapati,180730794.84235084,63745
manipur,2022,4,tamenglong,160602196.99791262,51040
manipur,2022,4,tengnoupal,175755833.19199604,49553
manipur,2022,1,imphal west,10331377272.313238,4129560
manipur,2022,1,imphal east,926298622.7916505,298053
manipur,2022,1,thoubal,465999965.9324683,159443
manipur,2022,1,churachandpur,478282953.1412998,132079
manipur,2022,1,bishnupur,410979761.59592944,129775
manipur,2022,1,kangpokpi,361422857.4778744,120614
manipur,2022,1,tamenglong,182059187.8775179,53325
manipur,2022,1,chandel,156821048.3314056,46964
manipur,2022,1,ukhrul,163211543.8876433,45977
manipur,2022,1,kakching,129009720.36301751,45714
manipur,2019,2,imphal west,232056651.71484104,78677
manipur,2019,2,imphal east,163251483.394072,60830
manipur,2019,2,thoubal,50609235.604754716,20528
manipur,2019,2,bishnupur,41645991.98921693,17577
manipur,2019,2,kangpokpi,47129360.10420917,16230
manipur,2019,2,churachandpur,52974898.07418257,15958
manipur,2019,2,ukhrul,21521804.282437496,7984
manipur,2019,2,kakching,16106582.07225971,6912
manipur,2019,2,jiribam,17270321.13495752,6285
manipur,2019,2,tengnoupal,22523708.105631053,6226
manipur,2019,3,imphal west,266880799.50360966,101022
manipur,2019,3,imphal east,206224069.84990168,79728
manipur,2019,3,thoubal,56874722.875841096,25149
manipur,2019,3,kangpokpi,61269618.19095349,23953
manipur,2019,3,churachandpur,67550608.43753463,23946
manipur,2019,3,bishnupur,49667965.86779255,23755
manipur,2019,3,ukhrul,25516446.138604183,11017
manipur,2019,3,kakching,21658629.891090117,10786
manipur,2019,3,tamenglong,22282886.130792048,9939
manipur,2019,3,chandel,20201420.061846673,9230
manipur,2019,4,imphal west,445926296.05285025,150073
manipur,2019,4,imphal east,249197379.85855156,96589
manipur,2019,4,thoubal,73727196.96627039,32971
manipur,2019,4,bishnupur,72704593.78015086,31835
manipur,2019,4,kangpokpi,74931231.19366804,28686
manipur,2019,4,churachandpur,76031748.45585428,26420
manipur,2019,4,kakching,31541265.82204684,12984
manipur,2019,4,ukhrul,33065935.196690496,12148
manipur,2019,4,tamenglong,27326669.899029642,11954
manipur,2019,4,chandel,30393939.87145141,11650
manipur,2019,1,imphal west,205676258.93003774,79612
manipur,2019,1,imphal east,147611078.93080652,65076
manipur,2019,1,thoubal,47210976.00123881,24257
manipur,2019,1,bishnupur,48193281.39036341,19486
manipur,2019,1,churachandpur,53360483.20022403,16940
manipur,2019,1,kangpokpi,42225052.52830845,15937
manipur,2019,1,kakching,13774811.29579331,6683
manipur,2019,1,tamenglong,13975000.543136505,6373
manipur,2019,1,ukhrul,16838560.888422478,6222
manipur,2019,1,tengnoupal,21054191.304917276,6064
sikkim,2020,2,east,653853477.4965272,304581
sikkim,2020,2,south,152837659.21956825,95669
sikkim,2020,2,west,121265798.69496223,69860
sikkim,2020,2,north,126661852.85020877,47621
sikkim,2020,3,east,869648385.4220288,353881
sikkim,2020,3,south,202497013.7266165,104888
sikkim,2020,3,west,165556236.37028116,79994
sikkim,2020,3,north,163225093.14147198,57672
sikkim,2020,4,east,1129627876.1171594,428732
sikkim,2020,4,south,292804584.22659683,130339
sikkim,2020,4,west,245657098.12953636,95163
sikkim,2020,4,north,251186246.6496318,80801
sikkim,2020,1,east,729478141.568978,360279
sikkim,2020,1,south,138401236.4081525,82456
sikkim,2020,1,west,100981561.51060595,49913
sikkim,2020,1,north,84615332.45666516,35470
sikkim,2021,2,east,1575867390.7924504,635504
sikkim,2021,2,south,344012187.23706484,157530
sikkim,2021,2,west,248942844.21008107,102322
sikkim,2021,2,north,256077157.43570048,81358
sikkim,2021,3,east,1937906268.9017417,757493
sikkim,2021,3,south,416609481.7028275,188063
sikkim,2021,3,west,312940476.1654819,116665
sikkim,2021,3,north,321880637.0383413,98373
sikkim,2021,4,east,2791933180.3838186,1071092
sikkim,2021,4,south,546711693.4617904,238464
sikkim,2021,4,west,436365769.1449038,146397
sikkim,2021,4,north,421772618.64529496,128392
sikkim,2021,1,east,1432658383.1323361,516158
sikkim,2021,1,south,310128541.24028677,127233
sikkim,2021,1,west,254432217.49525505,88532
sikkim,2021,1,north,220448584.97284672,68266
sikkim,2018,2,east,83823658.19224699,40432
sikkim,2018,2,south,27651617.534535274,16740
sikkim,2018,2,west,19368446.483524587,10671
sikkim,2018,2,north,12849363.319488723,6735
sikkim,2018,3,east,133322127.02823457,59571
sikkim,2018,3,south,40036375.9623436,24662
sikkim,2018,3,west,33797876.56771384,14121
sikkim,2018,3,north,27923847.395025603,10146
sikkim,2018,4,east,216960325.35148895,84485
sikkim,2018,4,south,60113689.048481904,34495
sikkim,2018,4,west,51859359.64770544,19567
sikkim,2018,4,north,54207984.03057738,15986
sikkim,2018,1,east,35907388.054869555,24432
sikkim,2018,1,south,16098282.748140384,11355
sikkim,2018,1,west,7468491.334182342,4845
sikkim,2018,1,north,5176776.803176151,3446
sikkim,2023,2,east,5266694395.0,2681672
sikkim,2023,2,south,1313893353.0,866355
sikkim,2023,2,west,1009668241.0,468073
sikkim,2023,2,north,990094447.0,396867
sikkim,2023,3,east,4826863273.0,2877345
sikkim,2023,3,south,1367211496.0,981509
sikkim,2023,3,west,961549678.0,518786
sikkim,2023,3,north,951612974.0,427297
sikkim,2023,1,east,4070142377.0,2050840
sikkim,2023,1,south,1130114141.0,686864
sikkim,2023,1,west,853504549.0,368967
sikkim,2023,1,north,708806955.0,289457
sikkim,2022,2,east,3736097005.542384,1540255
sikkim,2022,2,south,756330708.2028979,391808
sikkim,2022,2,west,578171483.8935817,215921
sikkim,2022,2,north,540506472.6682708,174097
sikkim,2022,3,east,3375012613.0491495,1604446
sikkim,2022,3,south,760409362.3196087,406488
sikkim,2022,3,west,503543689.90772796,204845
sikkim,2022,3,north,523914878.614971,180979
sikkim,2022,4,east,4615052808.218626,2227237
sikkim,2022,4,south,731151545.284701,410951
sikkim,2022,4,west,569473212.1510196,222875
sikkim,2022,4,north,542707823.7654651,197276
sikkim,2022,1,east,2887894588.7435055,1173942
sikkim,2022,1,south,619438912.3531296,281076
sikkim,2022,1,west,468296204.3106276,165446
sikkim,2022,1,north,391801570.45615834,123838
sikkim,2019,2,east,538259507.8024242,297652
sikkim,2019,2,south,82937894.82004634,45712
sikkim,2019,2,west,63325567.84238531,26024
sikkim,2019,2,north,54371272.971085116,18856
sikkim,2019,3,east,643298304.6767757,429201
sikkim,2019,3,south,106415589.26391001,61142
sikkim,2019,3,west,66514136.575647816,33550
sikkim,2019,3,north,68488417.92409426,28543
sikkim,2019,4,east,877636921.1534436,616761
sikkim,2019,4,south,121803196.14604723,73099
sikkim,2019,4,west,92445262.76900172,43955
sikkim,2019,4,north,84624221.58772576,33255
sikkim,2019,1,east,291845617.9832262,155482
sikkim,2019,1,south,76869333.72007152,47506
sikkim,2019,1,west,46329216.02416057,21489
sikkim,2019,1,north,42949466.65663589,15810
haryana,2020,2,gurugram,14426170120.903454,11284856
haryana,2020,2,faridabad,8177450074.37961,5775792
haryana,2020,2,palwal,3788124543.124005,2090627
haryana,2020,2,sonipat,5016220638.103822,2067865
haryana,2020,2,rohtak,5946541938.965281,2050920
haryana,2020,2,rewari,3582603328.500936,2022132
haryana,2020,2,panipat,5207544726.945988,2011582
haryana,2020,2,hisar,4146210408.44509,1644838
haryana,2020,2,karnal,4045109843.2026005,1629574
haryana,2020,2,mewat,3658746771.705061,1598705
haryana,2020,3,gurugram,23437360421.86216,18098421
haryana,2020,3,faridabad,13490214442.585878,8700173
haryana,2020,3,rewari,5346067429.247877,3041169
haryana,2020,3,sonipat,7024743099.006162,2922945
haryana,2020,3,palwal,4869775358.80177,2672871
haryana,2020,3,panipat,5809998640.786768,2334545
haryana,2020,3,hisar,5761605477.767698,2209518
haryana,2020,3,mewat,5099537212.926384,2107221
haryana,2020,3,karnal,4578348863.2612,1955755
haryana,2020,3,rohtak,4643691557.73987,1740356
haryana,2020,4,gurugram,35629614077.0103,28192581
haryana,2020,4,faridabad,19603646063.147858,12149079
haryana,2020,4,rewari,8169865745.127572,4329508
haryana,2020,4,sonipat,9010603701.96087,3721622
haryana,2020,4,palwal,7333424919.06859,3692902
haryana,2020,4,hisar,8738948858.681065,3190398
haryana,2020,4,panipat,7874714735.936348,3059943
haryana,2020,4,mewat,7484819524.783331,2948645
haryana,2020,4,karnal,6152410695.701475,2527301
haryana,2020,4,jhajjar,5544973431.463554,2429140
haryana,2020,1,gurugram,21152356889.052498,16484737
haryana,2020,1,faridabad,8881105700.091959,5840117
haryana,2020,1,sonipat,5091258326.483329,2016893
haryana,2020,1,rohtak,5175066327.070365,1803076
haryana,2020,1,panipat,4661669007.4263115,1781967
haryana,2020,1,rewari,3142595798.4513865,1747564
haryana,2020,1,palwal,3109146806.57809,1613263
haryana,2020,1,karnal,4003478768.7248425,1579733
haryana,2020,1,hisar,3820470010.45599,1533724
haryana,2020,1,mewat,3154872672.0695767,1241283
haryana,2021,2,gurugram,39938868048.39105,32311326
haryana,2021,2,faridabad,23831325859.81366,14467773
haryana,2021,2,sonipat,12924700817.493427,5818055
haryana,2021,2,rewari,9762169802.614033,5377720
haryana,2021,2,panipat,10716524259.182951,4781725
haryana,2021,2,palwal,9533885152.800251,4765916
haryana,2021,2,hisar,11866795026.651604,4588374
haryana,2021,2,mewat,9985192715.597248,4011429
haryana,2021,2,rohtak,8769888644.596022,3586587
haryana,2021,2,karnal,7822099240.647442,3501189
haryana,2021,3,gurugram,55914389975.07391,47680658
haryana,2021,3,faridabad,30608591108.260963,19367342
haryana,2021,3,rewari,12146892237.73043,7225396
haryana,2021,3,sonipat,14357121849.97747,7173052
haryana,2021,3,panipat,12577188571.756681,6120958
haryana,2021,3,palwal,10372287086.183144,5875612
haryana,2021,3,hisar,12437366867.171387,5215891
haryana,2021,3,mewat,11174788500.58817,5054460
haryana,2021,3,rohtak,10168683402.047003,4615616
haryana,2021,3,karnal,8835919266.381252,4403307
haryana,2021,4,gurugram,69593103272.65858,56754843
haryana,2021,4,faridabad,38292223252.23201,23169872
haryana,2021,4,sonipat,18170993284.93904,8588386
haryana,2021,4,rewari,15492946892.608118,8487387
haryana,2021,4,panipat,16276012822.879314,7419868
haryana,2021,4,palwal,13860018394.657875,7384842
haryana,2021,4,mewat,14906046920.126253,6907605
haryana,2021,4,hisar,16081687128.153656,6193863
haryana,2021,4,rohtak,13098837015.96527,5544335
haryana,2021,4,karnal,11527031601.801613,5416815
haryana,2021,1,gurugram,39350276708.73313,31719830
haryana,2021,1,faridabad,21241648453.917847,12970900
haryana,2021,1,rewari,8303713646.79833,4385531
haryana,2021,1,sonipat,9992974986.499811,4353956
haryana,2021,1,palwal,7214450169.004797,3641453
haryana,2021,1,hisar,8859730937.006823,3294765
haryana,2021,1,panipat,7866864997.406405,3288095
haryana,2021,1,mewat,8671355565.335659,3236320
haryana,2021,1,karnal,6379825746.570849,2822406
haryana,2021,1,rohtak,6792159646.748035,2708295
haryana,2018,2,gurugram,3604758914.7352195,1893511
haryana,2018,2,faridabad,1211325239.4669201,698865
haryana,2018,2,hisar,627894549.2713584,320500
haryana,2018,2,panipat,440169913.37038267,265754
haryana,2018,2,rewari,453157049.1288283,263194
haryana,2018,2,sonipat,475518495.4836759,253130
haryana,2018,2,sirsa,288080253.195745,234948
haryana,2018,2,karnal,430353501.61753666,224254
haryana,2018,2,ambala,352994750.8908926,180500
haryana,2018,2,rohtak,372787270.2835766,179677
haryana,2018,3,gurugram,5115393851.988528,2877059
haryana,2018,3,faridabad,1722572594.332482,1058983
haryana,2018,3,hisar,961080725.8344724,390428
haryana,2018,3,rewari,643047741.7898456,350599
haryana,2018,3,panipat,660571357.2553346,331409
haryana,2018,3,sonipat,689899150.946893,315829
haryana,2018,3,karnal,594890203.9680781,282956
haryana,2018,3,rohtak,568546327.48272,242013
haryana,2018,3,ambala,522223540.2280037,233248
haryana,2018,3,sirsa,409263123.8749541,222321
haryana,2018,4,gurugram,7834266744.800946,4651606
haryana,2018,4,faridabad,2832603200.576729,2271109
haryana,2018,4,rewari,1038332553.8976262,535609
haryana,2018,4,hisar,1476103125.5799584,511206
haryana,2018,4,sonipat,1037340218.1738504,428989
haryana,2018,4,panipat,960831966.9902785,427930
haryana,2018,4,palwal,672481291.542182,383775
haryana,2018,4,karnal,883621789.490683,356327
haryana,2018,4,jhajjar,741571573.9301258,319972
haryana,2018,4,ambala,778868451.264339,313017
haryana,2018,1,gurugram,2317083393.896097,1408070
haryana,2018,1,faridabad,772738359.1903924,521939
haryana,2018,1,hisar,355732765.75367296,240517
haryana,2018,1,rewari,280095218.8487885,199418
haryana,2018,1,panipat,263054774.74491566,183960
haryana,2018,1,sonipat,279804665.74758285,178766
haryana,2018,1,karnal,247718779.0667546,169313
haryana,2018,1,sirsa,164313975.8712107,164867
haryana,2018,1,bhiwani,190361119.40027064,125150
haryana,2018,1,rohtak,215207976.23801103,121728
haryana,2023,2,gurugram,167788722810.0,168827725
haryana,2023,2,faridabad,82469498511.0,62235387
haryana,2023,2,mewat,39427690839.0,24567537
haryana,2023,2,rewari,34976781377.0,23333100
haryana,2023,2,palwal,33459783079.0,22095549
haryana,2023,2,sonipat,31280283056.0,18352363
haryana,2023,2,hisar,33933659480.0,16085808
haryana,2023,2,jhajjar,26202080272.0,14793013
haryana,2023,2,panipat,23049537864.0,13037367
haryana,2023,2,mahendragarh,22742640627.0,12061191
haryana,2023,3,gurugram,179654213171.0,188985975
haryana,2023,3,faridabad,85332036120.0,66682736
haryana,2023,3,rewari,36790267491.0,26636621
haryana,2023,3,palwal,32341536595.0,22985522
haryana,2023,3,mewat,33007216065.0,21207864
haryana,2023,3,sonipat,32882849453.0,21154223
haryana,2023,3,hisar,35148922011.0,18073013
haryana,2023,3,jhajjar,27109243755.0,16858845
haryana,2023,3,panipat,24746289923.0,15202667
haryana,2023,3,rohtak,24254493149.0,13369559
haryana,2023,1,gurugram,149429170153.0,139674963
haryana,2023,1,faridabad,76414257465.0,53175744
haryana,2023,1,mewat,34386439914.0,19821886
haryana,2023,1,rewari,31293744915.0,19315925
haryana,2023,1,palwal,29954221651.0,18488944
haryana,2023,1,sonipat,27671143422.0,14926351
haryana,2023,1,hisar,30219366691.0,13701000
haryana,2023,1,jhajjar,23051039608.0,12217709
haryana,2023,1,panipat,20832156394.0,10810722
haryana,2023,1,mahendragarh,20183169351.0,9912656
haryana,2022,2,gurugram,92145454120.45724,79880852
haryana,2022,2,faridabad,48406473821.004944,30409719
haryana,2022,2,sonipat,22987659569.928093,11943138
haryana,2022,2,rewari,19046645607.857338,11224593
haryana,2022,2,panipat,21066063900.647213,10820296
haryana,2022,2,mewat,20575618595.50345,10609222
haryana,2022,2,palwal,17323076797.706825,9782307
haryana,2022,2,hisar,20864338832.46772,8798889
haryana,2022,2,rohtak,16685032554.576132,7714114
haryana,2022,2,karnal,14355989091.566263,7462000
haryana,2022,3,gurugram,99360193857.46599,87103856
haryana,2022,3,faridabad,46163415393.391945,31002825
haryana,2022,3,sonipat,29152136081.765583,16738938
haryana,2022,3,hisar,30005386061.118546,15314209
haryana,2022,3,panipat,24633921100.885296,13837300
haryana,2022,3,rewari,19436985212.741524,12015067
haryana,2022,3,palwal,17956834811.920963,11032395
haryana,2022,3,mewat,19134475751.357685,10832560
haryana,2022,3,rohtak,18965127888.071278,9939686
haryana,2022,3,karnal,16912349321.593098,9139842
haryana,2022,4,gurugram,107046551341.7809,92493335
haryana,2022,4,faridabad,49923713557.162994,33161524
haryana,2022,4,sonipat,32605509131.386883,17683407
haryana,2022,4,hisar,34368965296.500374,16862076
haryana,2022,4,rohtak,27248544247.193783,14350357
haryana,2022,4,rewari,22585777499.591312,13324092
haryana,2022,4,palwal,21856737361.77354,13114018
haryana,2022,4,panipat,23682687583.537933,12217738
haryana,2022,4,karnal,23383107604.307755,12214724
haryana,2022,4,mewat,20507941017.884888,11181774
haryana,2022,1,gurugram,77508209556.89508,63282822
haryana,2022,1,faridabad,42896865210.61576,25918817
haryana,2022,1,sonipat,19484490398.321857,9614092
haryana,2022,1,rewari,16678823765.176477,9346086
haryana,2022,1,panipat,19020193908.564423,9264902
haryana,2022,1,mewat,17806136968.70603,8788025
haryana,2022,1,palwal,15280812571.295765,8401353
haryana,2022,1,hisar,18068574001.484863,7216543
haryana,2022,1,rohtak,14421297234.32816,6268896
haryana,2022,1,karnal,12324299904.907103,6097787
haryana,2019,2,gurugram,11575310786.46454,8386864
haryana,2019,2,faridabad,4505940224.123979,3523377
haryana,2019,2,rohtak,2813329870.614499,1096201
haryana,2019,2,panipat,2473242371.019817,1019615
haryana,2019,2,rewari,1639474281.2498112,889511
haryana,2019,2,sonipat,2100408323.2797818,888795
haryana,2019,2,karnal,2062725761.781968,814251
haryana,2019,2,hisar,2054472611.492754,761001
haryana,2019,2,palwal,1293085677.97656,741633
haryana,2019,2,jhajjar,1308026488.612537,569289
haryana,2019,3,gurugram,15022524504.76374,11843666
haryana,2019,3,faridabad,5869168552.228926,4701377
haryana,2019,3,rewari,2010833861.5122523,1206241
haryana,2019,3,rohtak,3225248552.778762,1158516
haryana,2019,3,panipat,2901827842.8905134,1155825
haryana,2019,3,sonipat,2495689739.736125,1066029
haryana,2019,3,palwal,1687988450.1171806,1061268
haryana,2019,3,hisar,2558826214.5634766,1055411
haryana,2019,3,karnal,2467996778.7886715,991286
haryana,2019,3,jhajjar,1642655006.4215214,755297
haryana,2019,4,gurugram,19000424238.11497,14935865
haryana,2019,4,faridabad,7782346423.807224,5358174
haryana,2019,4,rewari,2831585559.7951837,1538398
haryana,2019,4,panipat,3870819294.7898273,1437677
haryana,2019,4,rohtak,4158625641.7923813,1428337
haryana,2019,4,sonipat,3347168252.768132,1368457
haryana,2019,4,hisar,3351369912.8069725,1309901
haryana,2019,4,karnal,3322975421.6792216,1280457
haryana,2019,4,palwal,2370503274.3677926,1273274
haryana,2019,4,jhajjar,2147473030.3808532,965474
haryana,2019,1,gurugram,10558099866.889874,8723777
haryana,2019,1,faridabad,4128377201.4363856,4020631
haryana,2019,1,rewari,1395914440.321243,992599
haryana,2019,1,palwal,1032542809.3600862,719323
haryana,2019,1,hisar,1656524675.5728457,703750
haryana,2019,1,sonipat,1419939621.3328834,699422
haryana,2019,1,panipat,1414874465.0357556,685081
haryana,2019,1,karnal,1295083691.156188,589011
haryana,2019,1,rohtak,1345411743.258372,575222
haryana,2019,1,jhajjar,1042049466.2823191,548076
goa,2020,2,north goa,1294651809.391935,883695
goa,2020,2,south goa,888964620.6248364,598397
goa,2020,3,north goa,2087621922.6831622,1165122
goa,2020,3,south goa,1280721658.2614956,750409
goa,2020,4,north goa,4712001378.742861,2504378
goa,2020,4,south goa,2187791368.837076,1297003
goa,2020,1,north goa,2374507200.865538,1277387
goa,2020,1,south goa,1035864031.0582266,603850
